comment_id,video_id,category,depression_signal_score,self_disclosure_flag,lex_tfidf_sum,sent_neg_score,hdbscan_label,gmm_label,gmm_max_prob,tsne_x,tsne_y
UgySAyP1NAucwa-C0VN4AaABAg,Ii53BtHLnGk,mental_health,0.33268,0,1.0,0.1634,-1,0,1.0,-66.0983,-5.881872
Ugzw_XUPNY_SIOBgi_t4AaABAg,Ii53BtHLnGk,mental_health,0.3366599999999999,0,1.0,0.1833,-1,0,1.0,-69.12653,-10.966021
UgwMBXgHwE0jnJGxKux4AaABAg,Ii53BtHLnGk,mental_health,0.7162200000000001,1,1.0,0.0811,-1,0,1.0,-65.36234,-10.084937
Ugw7aoFcHLuHxXi0dDt4AaABAg,Ii53BtHLnGk,mental_health,0.6676,1,2.1022,0.088,2,0,1.0,-65.629616,-4.3903213
UgzTL4M2-WghannB0E54AaABAg,Ii53BtHLnGk,mental_health,0.91302,1,1.7142,0.5651,-1,0,0.99993896,-36.215527,24.25834
UgyKQZDfYT28bGk8An54AaABAg,Ii53BtHLnGk,mental_health,0.82492,1,1.9645,0.1246,-1,0,1.0,-69.702385,-2.9873035
UgxO4IE0OLG77uH-ACB4AaABAg,Ii53BtHLnGk,mental_health,0.34376,0,1.0,0.2188,-1,8,0.6000226,-20.3915,-15.477458
UgyRDShyhl8iytMjnIF4AaABAg,Ii53BtHLnGk,mental_health,0.3401,0,1.0,0.2005,-1,0,0.99155957,-61.92577,10.724926
UgyzFpWcmDK--ZRLZH14AaABAg,Ii53BtHLnGk,mental_health,0.02344,0,0.0,0.1172,-1,3,1.0,13.156985,77.68713
Ugzsqna90qD4t2LcUYZ4AaABAg,Ii53BtHLnGk,mental_health,0.01786,0,0.0,0.0893,-1,0,1.0,-66.97864,-14.40903
UgxukmXsLnW_tPbW2GR4AaABAg,Ii53BtHLnGk,mental_health,0.3303999999999999,0,1.4022,0.152,-1,0,1.0,-58.23873,-28.252495
UgxuPsnUpIofWbEXGFp4AaABAg,Ii53BtHLnGk,mental_health,0.4755399999999999,0,1.0,0.3777,-1,0,1.0,-69.86352,-7.1763353
UgxsBBvu1HYTvSPC1T14AaABAg,Ii53BtHLnGk,mental_health,0.81836,1,1.6858,0.5918,-1,0,1.0,-62.28944,-9.237931
UgwRazOBqpxhqYupMK14AaABAg,Ii53BtHLnGk,mental_health,0.06706,0,0.0,0.3353,-1,0,0.99606717,-59.362896,34.012897
Ugx9z3Jl0Qcjqg8P2b94AaABAg,Ii53BtHLnGk,mental_health,0.46136,0,1.3923,0.3068,-1,0,1.0,-64.2118,-8.787961
UgzoqzjsUCn66FhupcF4AaABAg,Ii53BtHLnGk,mental_health,0.87088,1,1.4076,0.3544,2,0,1.0,-64.15742,-3.9015117
UgxrhNLjgXUsMGYCXgx4AaABAg,Ii53BtHLnGk,mental_health,0.01428,0,0.0,0.0714,-1,8,0.9999275,-16.261692,-33.911133
Ugw68dAUh9nlX-S_-x14AaABAg,Ii53BtHLnGk,mental_health,0.02572,0,0.0,0.1286,-1,7,0.9986391,-41.780163,6.6494513
UgxvLG5UER1NdwzxVRN4AaABAg,Ii53BtHLnGk,mental_health,0.05204,0,0.0,0.2602,-1,0,1.0,-43.50765,20.02385
UgzE9TPLvK-I0YIs7Vx4AaABAg,Ii53BtHLnGk,mental_health,0.43442,0,1.0,0.1721,-1,0,1.0,-66.45751,-1.2721486
UgxnZgZtlxoyVFtnF8F4AaABAg,Ii53BtHLnGk,mental_health,0.76188,1,1.4114,0.3094,-1,7,0.999754,10.651735,73.7274
Ugzm_Q21ELDD1XONpm94AaABAg,Ii53BtHLnGk,mental_health,0.74752,1,1.0,0.2376,2,0,1.0,-64.71609,-6.41555
UgwYX9CJr_pWSm37fxB4AaABAg,Ii53BtHLnGk,mental_health,0.8452999999999999,1,1.9702,0.2265,-1,0,1.0,-60.297783,-3.6902692
UgwOCYgJWxuVCvcy-cN4AaABAg,Ii53BtHLnGk,mental_health,0.8143199999999999,1,3.4457,0.0716,-1,0,1.0,-63.19616,-15.241434
Ugy99h81rWOYMhFrKSV4AaABAg,Ii53BtHLnGk,mental_health,0.81858,1,1.5868,0.0929,2,0,1.0,-65.222,-5.1224594
Ugz061Hof50M6CazRTN4AaABAg,Ii53BtHLnGk,mental_health,0.8707,1,4.2302,0.3535,-1,0,1.0,-63.2161,-2.844877
UgxETzSTpDL9P6WG_Nh4AaABAg,Ii53BtHLnGk,mental_health,0.03396,0,0.0,0.1698,-1,0,1.0,-46.037228,-18.770079
Ugwj-JbtJYqi2F0SeaB4AaABAg,Ii53BtHLnGk,mental_health,0.01786,0,0.0,0.0893,-1,0,0.981111,-59.31578,3.1167257
UgwcboVOzgg7jrG7zwt4AaABAg,Ii53BtHLnGk,mental_health,0.42342,0,1.4065,0.1171,-1,0,0.9999962,-69.113655,-5.0943575
UgwmEoegPqlobLcqKch4AaABAg,Ii53BtHLnGk,mental_health,0.81192,1,1.6594,0.0596,-1,0,1.0,-62.233185,-14.745707
UgyhquOvg8lNmJjCslt4AaABAg,Ii53BtHLnGk,mental_health,0.71358,1,1.0,0.0679,2,0,1.0,-61.851315,-3.0128853
UgzAcDrKjyT2eFS7IYV4AaABAg,Ii53BtHLnGk,mental_health,0.35536,0,1.3915,0.2768,-1,0,1.0,-65.04116,-6.8002887
Ugyq9WCYrJWJlbzgj1F4AaABAg,Ii53BtHLnGk,mental_health,0.46772,0,1.3707,0.3386,2,0,1.0,-65.71859,-5.9276586
UgzDFXGewkMZUYgiqpR4AaABAg,Ii53BtHLnGk,mental_health,0.8641,1,2.791,0.3205,-1,0,1.0,-62.000374,-3.4627519
UgyyX1-E99X-0l5gQS94AaABAg,Ii53BtHLnGk,mental_health,0.81874,1,1.0,0.0937,-1,0,1.0,-61.347206,-4.0204706
Ugx_GNps-GoP2W1-mXp4AaABAg,Ii53BtHLnGk,mental_health,0.80042,1,1.0,0.5021,-1,0,1.0,-65.625755,-18.069633
UgyB-Hwre6DQ6QwvPRF4AaABAg,Ii53BtHLnGk,mental_health,0.8138799999999999,1,2.3958,0.0694,-1,0,1.0,-58.885754,-3.3462067
UgzykgQacufu7GLtOzV4AaABAg,Ii53BtHLnGk,mental_health,0.87034,1,2.934,0.3517,-1,0,1.0,-63.06167,-15.587953
UgwTBMFrKtLbLjh7Cxt4AaABAg,Ii53BtHLnGk,mental_health,0.31942,0,1.0,0.0971,-1,0,1.0,-56.405075,-8.332095
Ugx0W49YS3W1a0hR7xx4AaABAg,Ii53BtHLnGk,mental_health,0.06488,0,0.0,0.3244,-1,0,1.0,-62.145447,-14.788493
Ugz3SRgw-BjDFG2i31J4AaABAg,Ii53BtHLnGk,mental_health,0.3162999999999999,0,1.3929,0.0815,-1,0,1.0,-61.6195,-1.8993275
UgxsT-u9bAlvyEJewTh4AaABAg,Ii53BtHLnGk,mental_health,0.46216,0,1.3923,0.3108,2,0,1.0,-65.33979,-5.117314
Ugyk78uCCjOOVn_9phB4AaABAg,Ii53BtHLnGk,mental_health,0.83524,1,1.7193,0.1762,2,0,1.0,-64.65613,-6.2950783
Ugx_JruHAEoay1m0KgV4AaABAg,Ii53BtHLnGk,mental_health,0.7646,1,1.0,0.323,-1,0,0.9748472,-37.49525,21.66976
UgzOs8As4mVb3rE5PGZ4AaABAg,Ii53BtHLnGk,mental_health,0.3543199999999999,0,1.0,0.2716,-1,3,1.0,11.379886,75.92515
Ugxrs10hS3r2W4tpLrN4AaABAg,Ii53BtHLnGk,mental_health,0.36066,0,1.0,0.3033,-1,0,1.0,-45.76785,-20.930342
Ugyz6vjk9R80BCooeJJ4AaABAg,Ii53BtHLnGk,mental_health,0.71042,1,1.0,0.0521,2,0,1.0,-63.582253,-7.0225344
Ugx85TTf-WZX_HI-hK54AaABAg,Ii53BtHLnGk,mental_health,0.0127,0,0.0,0.0635,-1,9,0.9999962,7.98674,-36.607433
UgwnLXTZhFjLmqK9yCJ4AaABAg,Ii53BtHLnGk,mental_health,0.77558,1,1.0,0.3779,-1,3,1.0,11.392073,75.23044
UgzpQ5bXefohYbHyvAh4AaABAg,Ii53BtHLnGk,mental_health,0.01786,0,0.0,0.0893,-1,0,1.0,-38.323357,-35.642128
UgxGOP85TCkVXiRPPOx4AaABAg,1XCpuN3SYc0,mental_health,0.01286,0,0.0,0.0643,-1,7,1.0,-4.738075,-6.9536242
UgxLHw_wIWCtcxNjy1B4AaABAg,1XCpuN3SYc0,mental_health,0.35104,0,1.0,0.2552,-1,7,1.0,-4.000478,-10.590741
UgxQjSLWUUTw7EDiWrZ4AaABAg,1XCpuN3SYc0,mental_health,0.02214,0,0.0,0.1107,-1,7,1.0,-3.2375674,-6.607394
UgzPpoWXs_E57nqW7WJ4AaABAg,1XCpuN3SYc0,mental_health,0.0185,0,0.0,0.0925,-1,9,0.901373,-30.904942,22.177073
UgxMW_mJ1Bnw_VgUdpN4AaABAg,1XCpuN3SYc0,mental_health,0.71686,1,1.0,0.0843,-1,7,1.0,-2.9456024,-6.3693733
UgzP14IJsJNxZJKQVD54AaABAg,1XCpuN3SYc0,mental_health,0.02238,0,0.0,0.1119,-1,0,1.0,-38.339615,-10.190879
Ugx6f60RfxvCmT4R1bF4AaABAg,1XCpuN3SYc0,mental_health,0.02572,0,0.0,0.1286,-1,7,1.0,-3.0746334,-7.4771957
UgyviUApyXc_P1B9Qsp4AaABAg,1XCpuN3SYc0,mental_health,0.01628,0,0.0,0.0814,-1,7,1.0,-16.109104,-1.2704971
Ugxyf3tSp2P8a9ph1Ed4AaABAg,1XCpuN3SYc0,mental_health,0.00858,0,0.0,0.0429,-1,7,1.0,-9.2206,1.2870651
UgwtMKUf6Hcb4YOpwxR4AaABAg,1XCpuN3SYc0,mental_health,0.01734,0,0.0,0.0867,-1,7,0.9998512,-7.645124,-6.535752
Ugx-bzywpEjiNytQDYZ4AaABAg,1XCpuN3SYc0,mental_health,0.01714,0,0.0,0.0857,-1,7,1.0,-3.3147058,-6.7141967
Ugy2z8fXK_ZfLa2vkLh4AaABAg,1XCpuN3SYc0,mental_health,0.0,0,0.0,0.0,-1,0,1.0,-63.833527,-22.819277
UgwJpLK1MTrMWrI5rAh4AaABAg,1XCpuN3SYc0,mental_health,0.02206,0,0.0,0.1103,-1,7,1.0,-3.46925,-7.013056
Ugz0aCZIxMKhqUgYM3d4AaABAg,1XCpuN3SYc0,mental_health,0.01706,0,0.0,0.0853,-1,0,0.99837244,-37.70299,-9.835228
Ugwa-ygfecP2mzsIDc54AaABAg,1XCpuN3SYc0,mental_health,0.01166,0,0.0,0.0583,-1,7,1.0,-2.9792323,-6.1431484
UgxlIzDOIZo5kgLaNZR4AaABAg,1XCpuN3SYc0,mental_health,0.02108,0,0.0,0.1054,-1,0,1.0,-32.907784,-3.039137
UgxfoKks8GjNtmr-VvZ4AaABAg,1XCpuN3SYc0,mental_health,0.0238,0,0.0,0.119,-1,7,0.9771108,-5.746568,-5.3032446
UgzstrYserlvQ0uXLCt4AaABAg,1XCpuN3SYc0,mental_health,0.01714,0,0.0,0.0857,-1,7,1.0,6.8521185,0.8359769
UgzJsU7win6GFXSdeoJ4AaABAg,1XCpuN3SYc0,mental_health,0.0,0,0.0,0.0,-1,7,0.99996567,-5.0030246,-6.2958217
UgwwZQRcg20VqfB9ucV4AaABAg,1XCpuN3SYc0,mental_health,0.01714,0,0.0,0.0857,-1,9,1.0,20.266693,21.320587
Ugy_QukCMjUFA8HTUXx4AaABAg,1XCpuN3SYc0,mental_health,0.02476,0,0.0,0.1238,-1,7,1.0,-3.2034135,-6.9377503
UgwgwkSrZTcU0nwjBhl4AaABAg,1XCpuN3SYc0,mental_health,0.0,0,0.0,0.0,-1,7,0.99202114,15.3978615,-6.409292
UgzZab4cdbXJhmcqeut4AaABAg,1XCpuN3SYc0,mental_health,0.3626399999999999,0,1.4138,0.3132,-1,0,1.0,-38.844997,-9.785893
UgyYLpaaD7iOnw_rFF54AaABAg,1XCpuN3SYc0,mental_health,0.0,0,0.0,0.0,-1,7,0.9999962,28.162905,18.041101
Ugw84Q6gVJKJbeDDLXB4AaABAg,1XCpuN3SYc0,mental_health,0.01714,0,0.0,0.0857,-1,7,1.0,-3.364106,-7.734423
UgxAlmDQLS6aXK4B9j14AaABAg,1XCpuN3SYc0,mental_health,0.0238,0,0.0,0.119,-1,7,1.0,-5.0485835,-6.574037
UgxiCfQfpgKcS3ogR5x4AaABAg,1XCpuN3SYc0,mental_health,0.01428,0,0.0,0.0714,-1,2,0.8724085,-11.889826,-10.38442
UgzdLDuO6pkasXWdtYF4AaABAg,1XCpuN3SYc0,mental_health,0.0,0,0.0,0.0,-1,2,0.9808079,16.935135,-21.733335
UgzCMjyEjNwEPEkQgxt4AaABAg,1XCpuN3SYc0,mental_health,0.01984,0,0.0,0.0992,-1,0,1.0,-0.48579696,1.2201129
UgwnxbrlsrhXoVwceUB4AaABAg,1XCpuN3SYc0,mental_health,0.0,0,0.0,0.0,-1,7,1.0,-3.3940756,-7.327555
UgzU1mFl1GjccRzysS94AaABAg,1XCpuN3SYc0,mental_health,0.71286,1,1.0,0.0643,-1,7,1.0,-3.9766963,-8.694656
Ugzi9CWL7JfeOk3WlYZ4AaABAg,1XCpuN3SYc0,mental_health,0.35786,0,1.0,0.2893,-1,7,0.9993441,-4.0802355,-10.701588
UgwV4uqC2PV34mrCgR54AaABAg,1XCpuN3SYc0,mental_health,0.01904,0,0.0,0.0952,-1,0,0.99886006,-38.016335,-10.785281
UgyE8tAdOfGkLWqkZG94AaABAg,1XCpuN3SYc0,mental_health,0.84982,1,1.0,0.2491,-1,0,1.0,-38.69855,-9.313012
UgxRCb_rxmjqf_a8gLd4AaABAg,1XCpuN3SYc0,mental_health,0.01786,0,0.0,0.0893,-1,7,0.99980545,-5.304161,-6.865398
UgzQWGclkfxnTYNV0-x4AaABAg,1XCpuN3SYc0,mental_health,0.31714,0,1.0,0.0857,-1,7,0.66504925,-1.9583753,-4.868067
UgzSGcrgA4VmnXvNZPJ4AaABAg,1XCpuN3SYc0,mental_health,0.01476,0,0.0,0.0738,-1,0,1.0,-38.30012,-10.21198
Ugx2W-9vsTR9FEFbmoN4AaABAg,1XCpuN3SYc0,mental_health,0.01858,0,0.0,0.0929,-1,0,1.0,-38.255768,-10.211879
Ugy-XjDX39HoQU5TkOV4AaABAg,1XCpuN3SYc0,mental_health,0.01666,0,0.0,0.0833,-1,7,1.0,-2.918385,-6.844933
UgxvcpKPuUjf6R7UE_h4AaABAg,1XCpuN3SYc0,mental_health,0.01858,0,0.0,0.0929,-1,9,0.63610923,15.989724,20.593683
UgwiT0RIszmnTtvrP2V4AaABAg,1XCpuN3SYc0,mental_health,0.01822,0,0.0,0.0911,-1,7,1.0,-5.2937555,-7.450213
UgzgVlbY9ZJ6MaNasLt4AaABAg,1XCpuN3SYc0,mental_health,0.01428,0,0.0,0.0714,-1,8,0.9732717,-32.142128,-22.606264
Ugzd3S3Dkc7DsyPF-OF4AaABAg,1XCpuN3SYc0,mental_health,0.46238,0,1.0,0.3119,-1,0,1.0,-38.535362,-9.899351
Ugypz81CzoU4EWb_7DN4AaABAg,1XCpuN3SYc0,mental_health,0.01572,0,0.0,0.0786,-1,8,0.966844,-0.93529665,22.904394
UgzfGK8PvGKYltcBh6x4AaABAg,1XCpuN3SYc0,mental_health,0.01286,0,0.0,0.0643,-1,7,1.0,-4.738075,-6.9536242
UgzAO9qlgavWabp2-oF4AaABAg,1XCpuN3SYc0,mental_health,0.01858,0,0.0,0.0929,-1,7,1.0,-4.087442,-6.741899
Ugzxc5oIaLRG5wJ0uCp4AaABAg,1XCpuN3SYc0,mental_health,0.81142,1,1.7288,0.0571,-1,7,0.99929833,-24.559727,-7.482234
UgxyZRB8RQNz8-IKUd94AaABAg,1XCpuN3SYc0,mental_health,0.04442,0,0.0,0.2221,-1,7,1.0,-3.4421146,-8.137995
UgxOP6T340zi0h40Ipl4AaABAg,1XCpuN3SYc0,mental_health,0.01642,0,0.0,0.0821,-1,0,1.0,-38.254005,-10.251351
UgxjDdKZE-m_EtaAfNB4AaABAg,1XCpuN3SYc0,mental_health,0.32286,0,1.0,0.1143,-1,7,0.9933086,-16.803202,24.368616
Ugx02hqDWQ6xKtKYwQ14AaABAg,qukxPP4kG2g,mental_health,0.00572,0,0.0,0.0286,-1,0,0.99980545,-43.588303,6.6876764
Ugyl7YnLIdGXa7ZaPb14AaABAg,qukxPP4kG2g,mental_health,0.3135799999999999,0,1.0,0.0679,-1,0,1.0,-2.1807106,3.4829938
UgyqhgNP_OH5pu7eM2Z4AaABAg,qukxPP4kG2g,mental_health,0.33494,0,1.0,0.1747,-1,0,1.0,-74.1317,-11.646116
UgzmTUBiHGRR8wR91WF4AaABAg,qukxPP4kG2g,mental_health,0.02858,0,0.0,0.1429,-1,7,1.0,-6.172206,1.5994384
Ugz8ZjpXkBdOuYrURJ14AaABAg,qukxPP4kG2g,mental_health,0.02088,0,0.0,0.1044,-1,6,0.99971396,-48.31439,53.120476
UgxNS6Qq50z9g8dEzXh4AaABAg,qukxPP4kG2g,mental_health,0.36092,0,1.0,0.3046,-1,6,0.993248,-75.26283,0.54418063
UgwwzMhYdvm1O67wpAR4AaABAg,qukxPP4kG2g,mental_health,0.3621999999999999,0,1.0,0.311,-1,0,1.0,-66.619354,-8.333902
UgyR5DlDJaBwgYesRSR4AaABAg,qukxPP4kG2g,mental_health,0.8723,1,2.2045,0.3615,-1,0,1.0,-75.36345,1.1573523
Ugxe2Nngpc1Uic_uM_14AaABAg,qukxPP4kG2g,mental_health,0.01858,0,0.0,0.0929,-1,8,0.99095076,-2.681521,-44.325443
UgwJN2GrkfylPRgf2RN4AaABAg,qukxPP4kG2g,mental_health,0.82016,1,1.3278,0.1008,-1,0,1.0,-75.52673,1.7186501
UgzkStcuamXKDP0Yufp4AaABAg,qukxPP4kG2g,mental_health,0.0119,0,0.0,0.0595,-1,7,0.9742152,-2.9748678,6.979002
UgxyQLm1Cryav2ovT6t4AaABAg,qukxPP4kG2g,mental_health,0.01586,0,0.0,0.0793,-1,6,0.99968344,-47.5022,55.392094
UgzIIXIkNnAJCIATHUF4AaABAg,qukxPP4kG2g,mental_health,0.0204,0,0.0,0.102,-1,6,1.0,-42.51924,52.78178
UgxkeMVgoUCAeGPgHHx4AaABAg,qukxPP4kG2g,mental_health,0.01762,0,0.0,0.0881,-1,6,0.99998474,-24.947485,36.303326
UgyUt_WYJU6b13xz64x4AaABAg,qukxPP4kG2g,mental_health,0.02858,0,0.0,0.1429,-1,0,0.99993896,-42.060055,-46.392483
UgzbAo0RM15TKtYG2wl4AaABAg,qukxPP4kG2g,mental_health,0.81346,1,1.4091,0.0673,-1,0,1.0,-75.487206,1.5603557
UgxH0lYKKvcTqHWUCHB4AaABAg,qukxPP4kG2g,mental_health,0.01572,0,0.0,0.0786,-1,0,0.9999733,-34.597317,0.5022187
UgzAX3PNEJeL4snwfIl4AaABAg,qukxPP4kG2g,mental_health,0.01714,0,0.0,0.0857,-1,0,0.98539066,-24.08816,-13.39649
UgytuiILb1HcPHrOmdd4AaABAg,qukxPP4kG2g,mental_health,0.0,0,0.0,0.0,-1,9,0.9999771,6.4428296,29.666983
UgyQomlBIuwbK46JQZ54AaABAg,qukxPP4kG2g,mental_health,0.0153,0,0.0,0.0765,-1,8,0.99977493,-2.6829433,-44.322777
UgzZ3iZ8B0sIDUc5qMp4AaABAg,qukxPP4kG2g,mental_health,0.02858,0,0.0,0.1429,-1,6,0.9999275,-42.20818,52.87872
UgxvtXoUkmki3icznfZ4AaABAg,qukxPP4kG2g,mental_health,0.71976,1,1.0,0.0988,-1,7,1.0,11.34808,2.7994323
UgxodtaQWn7i4GZ6Pf54AaABAg,qukxPP4kG2g,mental_health,0.30882,0,1.0,0.0441,-1,0,1.0,-52.76234,-35.636097
Ugz89VzirBP_AJ_BXb94AaABAg,qukxPP4kG2g,mental_health,0.0169,0,0.0,0.0845,-1,9,0.97385854,15.921455,30.142021
UgztwM081zbQ-Apv_rd4AaABAg,qukxPP4kG2g,mental_health,0.31534,0,1.0,0.0767,-1,6,0.9999428,-74.61075,-11.126722
Ugxu6KERDNMMW21QXKZ4AaABAg,qukxPP4kG2g,mental_health,0.01428,0,0.0,0.0714,-1,9,0.9998627,-42.810287,-0.06325048
UgwsnLCzLuQjSvDWU6J4AaABAg,qukxPP4kG2g,mental_health,0.02052,0,0.0,0.1026,-1,6,1.0,-47.88528,54.022827
Ugxxj8gkEyvCN4vObcl4AaABAg,qukxPP4kG2g,mental_health,0.01714,0,0.0,0.0857,-1,0,0.9999924,-38.467113,13.759925
UgwR4XfEiZacWLzfFGh4AaABAg,qukxPP4kG2g,mental_health,0.01,0,0.0,0.05,-1,7,1.0,-9.491131,-1.5465647
UgzQouF3naiy-Y1-0xN4AaABAg,qukxPP4kG2g,mental_health,0.05714,0,0.0,0.2857,-1,9,0.90278393,-50.089718,-1.0561873
UgyaowIgS1Wi5hR8s0N4AaABAg,qukxPP4kG2g,mental_health,0.4158199999999999,0,1.4117,0.0791,-1,0,1.0,-74.64597,-11.100985
Ugyor4CYXQdFBSfEzbN4AaABAg,qukxPP4kG2g,mental_health,0.02858,0,0.0,0.1429,-1,7,1.0,4.5346727,6.344101
UgyYJjU-RMMud15ar-14AaABAg,qukxPP4kG2g,mental_health,0.31262,0,1.0,0.0631,-1,0,0.9984677,-54.978794,-2.479805
UgxhZgv8Hhx25Os1Og54AaABAg,qukxPP4kG2g,mental_health,0.0231,0,0.0,0.1155,-1,9,0.63557565,-30.994106,5.7567677
Ugwb3dGYkt5NHYScGHh4AaABAg,qukxPP4kG2g,mental_health,0.01492,0,0.0,0.0746,-1,6,1.0,-48.304066,53.1502
UgyWorGwX4p_Piyj5Q14AaABAg,qukxPP4kG2g,mental_health,0.08326,0,0.0,0.4163,-1,6,0.99930596,-19.253586,20.642561
UgwXl-uq2grxsFCYhlF4AaABAg,qukxPP4kG2g,mental_health,0.0271399999999999,0,0.0,0.1357,-1,6,0.99983597,14.4987545,29.618998
UgxF1GX4hpptMY_xIpR4AaABAg,qukxPP4kG2g,mental_health,0.01904,0,0.0,0.0952,-1,7,0.99968725,1.0479094,1.8668307
UgyfJad5aU0EDib4pXd4AaABAg,qukxPP4kG2g,mental_health,0.01714,0,0.0,0.0857,-1,6,1.0,-4.4286323,31.858389
UgyjuB9o4vMQQCkfdoN4AaABAg,qukxPP4kG2g,mental_health,0.02058,0,0.0,0.1029,-1,0,1.0,-43.339535,3.2298849
Ugx9cj1iFXSNwscPbEN4AaABAg,qukxPP4kG2g,mental_health,0.02858,0,0.0,0.1429,-1,9,0.9999924,-5.0019197,-23.88375
Ugw6Z7NwLmMEk4dMNVB4AaABAg,qukxPP4kG2g,mental_health,0.02858,0,0.0,0.1429,2,9,0.9932025,-43.2127,-0.17789473
Ugy2CziMineGuIa8XO14AaABAg,qukxPP4kG2g,mental_health,0.00858,0,0.0,0.0429,-1,9,0.99995804,-10.058413,-24.448792
Ugy54fimoWtqbTx6nE54AaABAg,qukxPP4kG2g,mental_health,0.025,0,0.0,0.125,-1,0,0.79223686,-44.409676,-33.437355
UgzB6kn7AqZCtuEYxZh4AaABAg,qukxPP4kG2g,mental_health,0.86514,1,1.9711,0.3257,-1,6,0.9999008,-75.349915,1.0959021
UgxNp0aB0BHMrWd6RHF4AaABAg,qukxPP4kG2g,mental_health,0.3156799999999999,0,1.4042,0.0784,-1,0,1.0,-75.24049,0.7715305
Ugy7e26ap48_woH4Aq54AaABAg,qukxPP4kG2g,mental_health,0.06696,0,0.0,0.3348,-1,0,0.61133206,-38.69556,-28.116577
Ugw0rlVbG-I7zTmBA3N4AaABAg,qukxPP4kG2g,mental_health,0.01714,0,0.0,0.0857,-1,9,1.0,20.461653,21.990915
UgzmDKor7isUC-O8rwZ4AaABAg,qukxPP4kG2g,mental_health,0.00858,0,0.0,0.0429,-1,9,1.0,12.888221,29.503866
UgzpTI7Jn32OOvAtbj54AaABAg,qukxPP4kG2g,mental_health,0.8572,1,1.4003,0.286,-1,0,0.98954934,-75.98579,3.425146
UgwgBE0nK2e1W7dxNDR4AaABAg,IDPDEKtd2yM,mental_health,0.3364999999999999,0,1.0,0.1825,-1,0,0.6574492,-17.880297,-10.979135
Ugxsudre2KGnV1uMShB4AaABAg,IDPDEKtd2yM,mental_health,0.36974,0,1.3915,0.3487,-1,0,1.0,-65.66004,-8.73196
UgwjU4VWA5FfBvAy0Jx4AaABAg,IDPDEKtd2yM,mental_health,0.39608,0,1.4061,0.4804,-1,0,1.0,-68.790565,-10.73709
UgyAS-xKVeUSAhfAdiF4AaABAg,IDPDEKtd2yM,mental_health,0.31942,0,1.0,0.0971,2,0,1.0,-67.14282,-5.3559065
Ugw8AgBcZy_nxovSZ-p4AaABAg,IDPDEKtd2yM,mental_health,0.04202,0,0.0,0.2101,-1,8,0.9996491,-16.533411,14.657536
UgwuecJi4RMZgFu0BBJ4AaABAg,IDPDEKtd2yM,mental_health,0.00816,0,0.0,0.0408,-1,0,0.9993136,-25.238602,-19.44445
UgzXyJ3jU2F91Y-Q8854AaABAg,IDPDEKtd2yM,mental_health,0.3238,0,1.0,0.119,-1,0,1.0,-67.30725,-11.2162695
UgyZLxyjfDjyPLszRft4AaABAg,IDPDEKtd2yM,mental_health,0.42998,0,1.3966,0.1499,2,0,1.0,-65.78045,-7.425624
UgzS6YhhF94-Ztl0Xtd4AaABAg,IDPDEKtd2yM,mental_health,0.72858,1,1.0,0.1429,-1,0,0.99973303,-21.093922,-9.069196
Ugy0XHg_bksG0ymy42N4AaABAg,IDPDEKtd2yM,mental_health,0.0154,0,0.0,0.077,-1,0,0.9994089,-64.38142,19.073154
UgxvToXgAx1mg_Nezg14AaABAg,IDPDEKtd2yM,mental_health,0.83126,1,1.4076,0.1563,-1,0,1.0,-67.748566,-7.293424
Ugy9LfeaGixUe2_s-xd4AaABAg,IDPDEKtd2yM,mental_health,0.31844,0,1.0,0.0922,2,0,1.0,-63.349915,-4.8817368
UgxHRkH-OyXlaKRnjDJ4AaABAg,IDPDEKtd2yM,mental_health,0.44014,0,1.0,0.2007,-1,0,0.72987896,-18.826612,-8.508266
UgwzXhyIkgkA9afkNFx4AaABAg,IDPDEKtd2yM,mental_health,0.8932,1,1.7432,0.466,-1,0,1.0,-64.18276,-11.331318
Ugw6aD1cAqtqIUgDh0V4AaABAg,IDPDEKtd2yM,mental_health,0.43494,0,1.0,0.6747,2,0,1.0,-65.89508,-7.0796294
UgwJUMU868lDkhQFcDF4AaABAg,IDPDEKtd2yM,mental_health,0.88302,1,1.3739,0.4151,2,0,1.0,-63.613438,-4.7928195
UgzGlxC0akeLvOvSe2B4AaABAg,IDPDEKtd2yM,mental_health,0.36286,0,1.7286,0.3143,-1,0,1.0,-64.759445,-8.989857
UgzjBxI2txzvi3Mgm_R4AaABAg,IDPDEKtd2yM,mental_health,0.74158,1,1.0,0.2079,2,0,1.0,-64.44489,-3.482963
Ugy8jNp5M2nJgHW8bCV4AaABAg,IDPDEKtd2yM,mental_health,0.3164,0,1.4039,0.082,-1,0,1.0,-63.759895,-11.550098
UgwJl_OGxc4WOGiN2xB4AaABAg,IDPDEKtd2yM,mental_health,0.0,0,0.0,0.0,-1,8,0.9467557,7.2682333,-27.51895
Ugw3TMuvWscHo1lqYXF4AaABAg,IDPDEKtd2yM,mental_health,0.0786,0,0.0,0.393,-1,2,0.99022526,31.50166,-45.131683
UgzT0TJQhj6IviN9sIt4AaABAg,IDPDEKtd2yM,mental_health,0.325,0,1.0,0.125,-1,0,1.0,-67.30157,-11.214102
UgxS6x-h23TT4aB40md4AaABAg,IDPDEKtd2yM,mental_health,0.36406,0,1.0,0.3203,-1,0,1.0,-67.12999,-5.8173914
